1,69,660,152,378,66
3,189,300,338,556,46
4,339,556,330,472,14314
5,352,282,567,539,9873
6,567,539,247,679,55
10,27,627,367,843,87
11,367,843,518,432,75
12,518,432,493,265,16
13,493,265,337,214,1631
14,337,214,496,121,14
16,624,365,375,499,44
17,375,499,302,579,18
18,302,579,539,647,31
19,539,647,514,114,91
20,514,114,18,184,90
21,18,184,20,696,100
22,20,695,484,701,73
24,595,460,503,372,12
25,503,372,210,166,13853
26,210,166,414,35,38
27,414,35,579,569,94
28,567,531,397,603,32
29,397,603,187,343,12912
30,187,343,331,260,4393
31,331,259,164,162,17
32,164,162,78,656,82
33,78,656,564,587,83
34,564,587,462,729,24
35,462,729,124,430,67
36,124,430,337,204,3314
37,337,204,147,82,27
40,614,389,291,519,256
41,291,519,255,314,11645
42,255,314,154,207,18
43,154,207,565,123,50
44,565,123,594,671,67
45,594,671,358,850,58
46,358,850,86,801,45
47,86,801,105,486,44
48,105,486,148,286,35
49,158,319,556,269,10289
50,556,268,613,541,41
51,614,540,294,464,3265
52,294,464,454,258,14228
54,41,266,19,543,80
56,32,699,99,253,62
57,99,253,570,254,6244
58,536,285,578,636,61
60,377,630,36,705,58
61,36,705,11,193,79
62,11,193,359,31,92
63,359,31,564,192,42
64,565,192,609,553,60
65,577,514,351,520,42
66,350,521,398,321,8189
67,398,321,172,304,9118
68,172,304,161,757,49
72,79,803,78,437,43
73,78,437,286,177,49
74,286,177,465,421,13082
75,465,421,321,521,7775
76,321,521,261,574,16
77,261,575,114,318,37
78,114,318,383,151,49
81,16,420,37,668,34
82,37,668,189,789,25
83,189,789,498,588,36
84,498,588,289,394,6288
85,289,394,0,0,0
86,249,351,125,225,2732
88,24,577,43,829,30
91,608,674,480,616,9
92,480,616,297,495,17
93,297,495,180,659,32
94,180,659,431,877,46
96,575,656,379,367,4010
97,379,367,465,309,7185
98,465,309,487,516,5985
99,487,516,368,734,36
100,368,734,192,584,42
101,192,584,193,663,2
